replicate,mae_top1_1400,mae_uniform14_eq1400,mae_weighted14_eq1400,delta_weighted_minus_uniform,delta_weighted_minus_top1
226,0.035302445302445314,0.05583140283140286,0.04458156243282269,-0.011249840398580166,0.009279117130377379
227,0.02766023166023168,0.06854182754182753,0.05564060852945856,-0.012901219012368965,0.027980376869226883
228,0.024848133848133867,0.03935649935649937,0.033681330443736425,-0.005675168912762943,0.008833196595602558
229,0.026023166023166042,0.04553153153153151,0.032410667202487704,-0.013120864329043809,0.006387501179321662
230,0.02762676962676965,0.057525096525096575,0.04561731888218371,-0.011907777642912863,0.017990549255414063
231,0.025449163449163464,0.07470398970398971,0.06298474223597458,-0.011719247468015129,0.037535578786811116
232,0.031060489060489076,0.07017245817245824,0.05635723522174784,-0.013815222950710394,0.025296746161258765
233,0.03054182754182756,0.06392020592020593,0.051979787067484226,-0.011940418852721707,0.021437959525656667
234,0.026481338481338493,0.04960102960102962,0.039979573107575966,-0.009621456493453653,0.013498234626237473
235,0.02816988416988419,0.04551737451737459,0.034067577013414944,-0.011449797503959643,0.005897692843530755
236,0.028213642213642226,0.06804247104247103,0.05668244927377161,-0.011360021768699421,0.028468807060129386
237,0.026907335907335926,0.05081595881595882,0.04032246185597049,-0.01049349695998833,0.013415125948634567
238,0.033337194337194356,0.05596782496782501,0.04292278821720587,-0.01304503675061914,0.009585593880011511
239,0.026463320463320485,0.06659845559845562,0.05527806148363236,-0.01132039411482326,0.028814741020311875
240,0.025858429858429875,0.09532432432432428,0.0846393675954326,-0.010684956728891679,0.05878093773700273
241,0.02622393822393824,0.06497168597168597,0.05149899647511682,-0.01347268949656915,0.025275058251178577
242,0.026617760617760635,0.05503861003861006,0.04907479432009235,-0.005963815718517708,0.02245703370233172
243,0.04190862290862292,0.05667052767052765,0.04767474701910319,-0.008995780651424465,0.005766124110480268
244,0.024776061776061793,0.05515572715572718,0.04345281462402419,-0.01170291253170299,0.0186767528479624
245,0.027001287001287018,0.05593564993564993,0.04422933555469746,-0.011706314380952466,0.017228048553410445
