rho_global,regime,horizon,sigma_whitebox,sigma_m3_top1_existing,n_trajectories,variant_id,error_top1_existing,abs_error_top1_existing,diagnostic_role
0.9833333333333332,G2,235.0,0.595,0.6177777777777778,900,M3Q_R01,0.022777777777777786,0.022777777777777786,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.9833333333333332,G2,240.0,0.58,0.6055555555555555,900,M3Q_R01,0.025555555555555554,0.025555555555555554,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G0,60.0,0.965,0.9688888888888888,900,M3Q_R01,0.0038888888888888307,0.0038888888888888307,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G0,65.0,0.97,0.9722222222222222,900,M3Q_R01,0.0022222222222222365,0.0022222222222222365,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G0,70.0,0.965,0.9711111111111111,900,M3Q_R01,0.006111111111111178,0.006111111111111178,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G0,75.0,0.965,0.9688888888888888,900,M3Q_R01,0.0038888888888888307,0.0038888888888888307,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G0,80.0,0.965,0.9666666666666668,900,M3Q_R01,0.0016666666666668162,0.0016666666666668162,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G0,85.0,0.965,0.9722222222222222,900,M3Q_R01,0.007222222222222241,0.007222222222222241,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G0,90.0,0.96,0.97,900,M3Q_R01,0.010000000000000009,0.010000000000000009,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G0,95.0,0.96,0.9677777777777776,900,M3Q_R01,0.007777777777777661,0.007777777777777661,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G0,100.0,0.96,0.9677777777777776,900,M3Q_R01,0.007777777777777661,0.007777777777777661,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G0,105.0,0.965,0.9755555555555556,900,M3Q_R01,0.010555555555555651,0.010555555555555651,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G0,110.0,0.965,0.9755555555555556,900,M3Q_R01,0.010555555555555651,0.010555555555555651,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G0,115.0,0.965,0.9744444444444444,900,M3Q_R01,0.009444444444444478,0.009444444444444478,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G0,120.0,0.965,0.9733333333333334,900,M3Q_R01,0.008333333333333415,0.008333333333333415,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G0,125.0,0.965,0.9755555555555556,900,M3Q_R01,0.010555555555555651,0.010555555555555651,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G0,130.0,0.96,0.9744444444444444,900,M3Q_R01,0.014444444444444482,0.014444444444444482,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G0,135.0,0.96,0.9744444444444444,900,M3Q_R01,0.014444444444444482,0.014444444444444482,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G0,140.0,0.96,0.9744444444444444,900,M3Q_R01,0.014444444444444482,0.014444444444444482,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G0,145.0,0.955,0.9777777777777776,900,M3Q_R01,0.022777777777777675,0.022777777777777675,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G0,150.0,0.945,0.9777777777777776,900,M3Q_R01,0.032777777777777684,0.032777777777777684,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G0,155.0,0.945,0.9766666666666668,900,M3Q_R01,0.03166666666666684,0.03166666666666684,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G0,160.0,0.945,0.9755555555555556,900,M3Q_R01,0.03055555555555567,0.03055555555555567,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G0,165.0,0.95,0.98,900,M3Q_R01,0.030000000000000027,0.030000000000000027,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G0,170.0,0.95,0.9788888888888888,900,M3Q_R01,0.028888888888888853,0.028888888888888853,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G0,175.0,0.95,0.9788888888888888,900,M3Q_R01,0.028888888888888853,0.028888888888888853,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G0,180.0,0.945,0.9777777777777776,900,M3Q_R01,0.032777777777777684,0.032777777777777684,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G0,185.0,0.945,0.9822222222222222,900,M3Q_R01,0.03722222222222227,0.03722222222222227,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G0,190.0,0.945,0.9811111111111112,900,M3Q_R01,0.036111111111111205,0.036111111111111205,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G0,195.0,0.945,0.98,900,M3Q_R01,0.03500000000000003,0.03500000000000003,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G0,200.0,0.94,0.98,900,M3Q_R01,0.040000000000000036,0.040000000000000036,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G0,205.0,0.96,0.9811111111111112,900,M3Q_R01,0.02111111111111119,0.02111111111111119,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G0,210.0,0.96,0.9811111111111112,900,M3Q_R01,0.02111111111111119,0.02111111111111119,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G0,215.0,0.96,0.9811111111111112,900,M3Q_R01,0.02111111111111119,0.02111111111111119,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G0,220.0,0.96,0.98,900,M3Q_R01,0.020000000000000018,0.020000000000000018,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G0,225.0,0.96,0.9822222222222222,900,M3Q_R01,0.022222222222222254,0.022222222222222254,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G0,230.0,0.955,0.9811111111111112,900,M3Q_R01,0.026111111111111196,0.026111111111111196,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G0,235.0,0.95,0.9777777777777776,900,M3Q_R01,0.02777777777777768,0.02777777777777768,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G0,240.0,0.95,0.9777777777777776,900,M3Q_R01,0.02777777777777768,0.02777777777777768,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G1,60.0,0.87,0.8844444444444445,900,M3Q_R01,0.014444444444444482,0.014444444444444482,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G1,65.0,0.895,0.8966666666666666,900,M3Q_R01,0.0016666666666665941,0.0016666666666665941,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G1,70.0,0.895,0.8855555555555555,900,M3Q_R01,-0.009444444444444478,0.009444444444444478,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G1,75.0,0.895,0.8777777777777778,900,M3Q_R01,-0.01722222222222225,0.01722222222222225,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G1,80.0,0.885,0.8711111111111111,900,M3Q_R01,-0.01388888888888895,0.01388888888888895,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G1,85.0,0.91,0.8877777777777778,900,M3Q_R01,-0.022222222222222254,0.022222222222222254,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G1,90.0,0.89,0.8777777777777778,900,M3Q_R01,-0.012222222222222245,0.012222222222222245,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G1,95.0,0.88,0.87,900,M3Q_R01,-0.010000000000000009,0.010000000000000009,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G1,100.0,0.88,0.86,900,M3Q_R01,-0.020000000000000018,0.020000000000000018,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G1,105.0,0.89,0.8766666666666667,900,M3Q_R01,-0.013333333333333308,0.013333333333333308,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G1,110.0,0.885,0.8722222222222222,900,M3Q_R01,-0.012777777777777777,0.012777777777777777,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G1,115.0,0.885,0.8655555555555555,900,M3Q_R01,-0.019444444444444486,0.019444444444444486,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G1,120.0,0.88,0.8577777777777778,900,M3Q_R01,-0.022222222222222254,0.022222222222222254,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G1,125.0,0.89,0.8733333333333333,900,M3Q_R01,-0.01666666666666672,0.01666666666666672,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G1,130.0,0.88,0.8677777777777778,900,M3Q_R01,-0.012222222222222245,0.012222222222222245,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G1,135.0,0.875,0.8622222222222222,900,M3Q_R01,-0.012777777777777777,0.012777777777777777,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G1,140.0,0.87,0.8533333333333334,900,M3Q_R01,-0.016666666666666607,0.016666666666666607,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G1,145.0,0.86,0.87,900,M3Q_R01,0.010000000000000009,0.010000000000000009,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G1,150.0,0.84,0.8622222222222222,900,M3Q_R01,0.022222222222222254,0.022222222222222254,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G1,155.0,0.84,0.8566666666666667,900,M3Q_R01,0.01666666666666672,0.01666666666666672,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G1,160.0,0.835,0.8533333333333334,900,M3Q_R01,0.018333333333333424,0.018333333333333424,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G1,165.0,0.86,0.8611111111111112,900,M3Q_R01,0.0011111111111111738,0.0011111111111111738,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G1,170.0,0.855,0.8544444444444445,900,M3Q_R01,-0.0005555555555555314,0.0005555555555555314,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G1,175.0,0.855,0.8466666666666667,900,M3Q_R01,-0.008333333333333304,0.008333333333333304,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G1,180.0,0.845,0.8455555555555555,900,M3Q_R01,0.0005555555555555314,0.0005555555555555314,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G1,185.0,0.84,0.86,900,M3Q_R01,0.020000000000000018,0.020000000000000018,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G1,190.0,0.835,0.8522222222222222,900,M3Q_R01,0.01722222222222225,0.01722222222222225,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G1,195.0,0.825,0.8466666666666667,900,M3Q_R01,0.021666666666666723,0.021666666666666723,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G1,200.0,0.82,0.8433333333333334,900,M3Q_R01,0.023333333333333428,0.023333333333333428,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G1,205.0,0.815,0.8655555555555555,900,M3Q_R01,0.050555555555555576,0.050555555555555576,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G1,210.0,0.815,0.8622222222222222,900,M3Q_R01,0.047222222222222276,0.047222222222222276,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G1,215.0,0.815,0.8566666666666667,900,M3Q_R01,0.04166666666666674,0.04166666666666674,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G1,220.0,0.81,0.8511111111111112,900,M3Q_R01,0.0411111111111111,0.0411111111111111,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G1,225.0,0.825,0.8644444444444445,900,M3Q_R01,0.039444444444444504,0.039444444444444504,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G1,230.0,0.825,0.8588888888888889,900,M3Q_R01,0.03388888888888897,0.03388888888888897,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G1,235.0,0.82,0.8522222222222222,900,M3Q_R01,0.03222222222222226,0.03222222222222226,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G1,240.0,0.82,0.8511111111111112,900,M3Q_R01,0.0311111111111112,0.0311111111111112,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G2,60.0,0.655,0.7155555555555555,900,M3Q_R01,0.060555555555555474,0.060555555555555474,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G2,65.0,0.685,0.7588888888888888,900,M3Q_R01,0.07388888888888878,0.07388888888888878,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G2,70.0,0.675,0.7377777777777778,900,M3Q_R01,0.06277777777777771,0.06277777777777771,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G2,75.0,0.675,0.7133333333333334,900,M3Q_R01,0.03833333333333333,0.03833333333333333,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G2,80.0,0.66,0.6922222222222222,900,M3Q_R01,0.03222222222222215,0.03222222222222215,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G2,85.0,0.715,0.7211111111111111,900,M3Q_R01,0.006111111111111178,0.006111111111111178,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G2,90.0,0.71,0.7011111111111111,900,M3Q_R01,-0.008888888888888835,0.008888888888888835,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G2,95.0,0.685,0.6744444444444444,900,M3Q_R01,-0.010555555555555651,0.010555555555555651,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G2,100.0,0.68,0.6522222222222223,900,M3Q_R01,-0.02777777777777779,0.02777777777777779,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G2,105.0,0.69,0.6811111111111111,900,M3Q_R01,-0.008888888888888835,0.008888888888888835,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G2,110.0,0.685,0.6722222222222223,900,M3Q_R01,-0.012777777777777777,0.012777777777777777,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G2,115.0,0.67,0.6577777777777778,900,M3Q_R01,-0.012222222222222245,0.012222222222222245,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G2,120.0,0.645,0.6388888888888888,900,M3Q_R01,-0.006111111111111178,0.006111111111111178,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G2,125.0,0.69,0.6633333333333333,900,M3Q_R01,-0.026666666666666616,0.026666666666666616,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G2,130.0,0.675,0.65,900,M3Q_R01,-0.025000000000000022,0.025000000000000022,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G2,135.0,0.665,0.6344444444444445,900,M3Q_R01,-0.030555555555555558,0.030555555555555558,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G2,140.0,0.66,0.6144444444444445,900,M3Q_R01,-0.04555555555555557,0.04555555555555557,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G2,145.0,0.66,0.6488888888888888,900,M3Q_R01,-0.011111111111111183,0.011111111111111183,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G2,150.0,0.645,0.6377777777777778,900,M3Q_R01,-0.007222222222222241,0.007222222222222241,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G2,155.0,0.63,0.63,900,M3Q_R01,0.0,0.0,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G2,160.0,0.615,0.6133333333333333,900,M3Q_R01,-0.0016666666666667052,0.0016666666666667052,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G2,165.0,0.645,0.6444444444444445,900,M3Q_R01,-0.0005555555555555314,0.0005555555555555314,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G2,170.0,0.63,0.6266666666666667,900,M3Q_R01,-0.0033333333333332993,0.0033333333333332993,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G2,175.0,0.62,0.6155555555555555,900,M3Q_R01,-0.004444444444444473,0.004444444444444473,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G2,180.0,0.605,0.6122222222222222,900,M3Q_R01,0.007222222222222241,0.007222222222222241,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G2,185.0,0.63,0.6255555555555555,900,M3Q_R01,-0.004444444444444473,0.004444444444444473,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G2,190.0,0.625,0.61,900,M3Q_R01,-0.015000000000000013,0.015000000000000013,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G2,195.0,0.59,0.6,900,M3Q_R01,0.010000000000000009,0.010000000000000009,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G2,200.0,0.57,0.5922222222222222,900,M3Q_R01,0.022222222222222254,0.022222222222222254,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G2,205.0,0.61,0.62,900,M3Q_R01,0.010000000000000009,0.010000000000000009,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G2,210.0,0.605,0.6111111111111112,900,M3Q_R01,0.006111111111111178,0.006111111111111178,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G2,215.0,0.59,0.5966666666666667,900,M3Q_R01,0.00666666666666671,0.00666666666666671,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G2,220.0,0.57,0.5888888888888889,900,M3Q_R01,0.018888888888888955,0.018888888888888955,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G2,225.0,0.6,0.6055555555555555,900,M3Q_R01,0.005555555555555536,0.005555555555555536,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G2,230.0,0.585,0.5933333333333334,900,M3Q_R01,0.008333333333333415,0.008333333333333415,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G2,235.0,0.57,0.5755555555555556,900,M3Q_R01,0.005555555555555647,0.005555555555555647,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.99,G2,240.0,0.565,0.5644444444444444,900,M3Q_R01,-0.0005555555555555314,0.0005555555555555314,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G0,60.0,0.975,0.9788888888888888,900,M3Q_R01,0.0038888888888888307,0.0038888888888888307,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G0,65.0,0.975,0.9777777777777776,900,M3Q_R01,0.002777777777777657,0.002777777777777657,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G0,70.0,0.97,0.9766666666666668,900,M3Q_R01,0.006666666666666821,0.006666666666666821,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G0,75.0,0.97,0.9733333333333334,900,M3Q_R01,0.0033333333333334103,0.0033333333333334103,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G0,80.0,0.97,0.9722222222222222,900,M3Q_R01,0.0022222222222222365,0.0022222222222222365,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G0,85.0,0.97,0.9811111111111112,900,M3Q_R01,0.011111111111111183,0.011111111111111183,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G0,90.0,0.965,0.98,900,M3Q_R01,0.015000000000000013,0.015000000000000013,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G0,95.0,0.965,0.98,900,M3Q_R01,0.015000000000000013,0.015000000000000013,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G0,100.0,0.965,0.98,900,M3Q_R01,0.015000000000000013,0.015000000000000013,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G0,105.0,0.965,0.98,900,M3Q_R01,0.015000000000000013,0.015000000000000013,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G0,110.0,0.965,0.98,900,M3Q_R01,0.015000000000000013,0.015000000000000013,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G0,115.0,0.965,0.9788888888888888,900,M3Q_R01,0.01388888888888884,0.01388888888888884,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G0,120.0,0.965,0.9777777777777776,900,M3Q_R01,0.012777777777777666,0.012777777777777666,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G0,125.0,0.965,0.9811111111111112,900,M3Q_R01,0.016111111111111187,0.016111111111111187,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G0,130.0,0.96,0.9811111111111112,900,M3Q_R01,0.02111111111111119,0.02111111111111119,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G0,135.0,0.96,0.9811111111111112,900,M3Q_R01,0.02111111111111119,0.02111111111111119,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G0,140.0,0.96,0.9811111111111112,900,M3Q_R01,0.02111111111111119,0.02111111111111119,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G0,145.0,0.955,0.9777777777777776,900,M3Q_R01,0.022777777777777675,0.022777777777777675,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G0,150.0,0.945,0.9777777777777776,900,M3Q_R01,0.032777777777777684,0.032777777777777684,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G0,155.0,0.945,0.9766666666666668,900,M3Q_R01,0.03166666666666684,0.03166666666666684,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G0,160.0,0.945,0.9755555555555556,900,M3Q_R01,0.03055555555555567,0.03055555555555567,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G0,165.0,0.95,0.9811111111111112,900,M3Q_R01,0.0311111111111112,0.0311111111111112,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G0,170.0,0.95,0.9811111111111112,900,M3Q_R01,0.0311111111111112,0.0311111111111112,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G0,175.0,0.95,0.9811111111111112,900,M3Q_R01,0.0311111111111112,0.0311111111111112,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G0,180.0,0.95,0.98,900,M3Q_R01,0.030000000000000027,0.030000000000000027,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G0,185.0,0.95,0.9788888888888888,900,M3Q_R01,0.028888888888888853,0.028888888888888853,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G0,190.0,0.95,0.9788888888888888,900,M3Q_R01,0.028888888888888853,0.028888888888888853,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G0,195.0,0.95,0.9777777777777776,900,M3Q_R01,0.02777777777777768,0.02777777777777768,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G0,200.0,0.945,0.9777777777777776,900,M3Q_R01,0.032777777777777684,0.032777777777777684,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G0,205.0,0.945,0.9788888888888888,900,M3Q_R01,0.03388888888888886,0.03388888888888886,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G0,210.0,0.945,0.9788888888888888,900,M3Q_R01,0.03388888888888886,0.03388888888888886,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G0,215.0,0.945,0.9788888888888888,900,M3Q_R01,0.03388888888888886,0.03388888888888886,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G0,220.0,0.945,0.9777777777777776,900,M3Q_R01,0.032777777777777684,0.032777777777777684,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G0,225.0,0.945,0.9777777777777776,900,M3Q_R01,0.032777777777777684,0.032777777777777684,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G0,230.0,0.945,0.9755555555555556,900,M3Q_R01,0.03055555555555567,0.03055555555555567,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G0,235.0,0.94,0.9744444444444444,900,M3Q_R01,0.0344444444444445,0.0344444444444445,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G0,240.0,0.94,0.9744444444444444,900,M3Q_R01,0.0344444444444445,0.0344444444444445,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G1,60.0,0.895,0.9044444444444444,900,M3Q_R01,0.009444444444444366,0.009444444444444366,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G1,65.0,0.895,0.8955555555555555,900,M3Q_R01,0.0005555555555555314,0.0005555555555555314,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G1,70.0,0.895,0.8844444444444445,900,M3Q_R01,-0.01055555555555554,0.01055555555555554,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G1,75.0,0.895,0.8744444444444445,900,M3Q_R01,-0.02055555555555555,0.02055555555555555,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G1,80.0,0.885,0.87,900,M3Q_R01,-0.015000000000000013,0.015000000000000013,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G1,85.0,0.9,0.8911111111111111,900,M3Q_R01,-0.008888888888888946,0.008888888888888946,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G1,90.0,0.895,0.8844444444444445,900,M3Q_R01,-0.01055555555555554,0.01055555555555554,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G1,95.0,0.885,0.8777777777777778,900,M3Q_R01,-0.007222222222222241,0.007222222222222241,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G1,100.0,0.88,0.87,900,M3Q_R01,-0.010000000000000009,0.010000000000000009,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G1,105.0,0.875,0.8666666666666667,900,M3Q_R01,-0.008333333333333304,0.008333333333333304,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G1,110.0,0.865,0.8633333333333333,900,M3Q_R01,-0.0016666666666667052,0.0016666666666667052,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G1,115.0,0.865,0.8544444444444445,900,M3Q_R01,-0.01055555555555554,0.01055555555555554,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G1,120.0,0.86,0.8466666666666667,900,M3Q_R01,-0.013333333333333308,0.013333333333333308,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G1,125.0,0.87,0.8644444444444445,900,M3Q_R01,-0.005555555555555536,0.005555555555555536,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G1,130.0,0.86,0.8622222222222222,900,M3Q_R01,0.0022222222222222365,0.0022222222222222365,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G1,135.0,0.85,0.8555555555555555,900,M3Q_R01,0.005555555555555536,0.005555555555555536,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G1,140.0,0.845,0.8444444444444444,900,M3Q_R01,-0.0005555555555555314,0.0005555555555555314,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G1,145.0,0.82,0.8366666666666667,900,M3Q_R01,0.01666666666666672,0.01666666666666672,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G1,150.0,0.81,0.8288888888888889,900,M3Q_R01,0.018888888888888844,0.018888888888888844,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
0.995,G1,155.0,0.81,0.8222222222222222,900,M3Q_R01,0.012222222222222134,0.012222222222222134,NOT_COST_MATCHED_EXISTING_RANK1_MEMBER
