provider,arm,provider_id,region_id,horizon,region_rho,rho,sigma_i1,sigma_m1_local,p_i1_jeffreys,p_reconstruction_jeffreys,bernoulli_kl,error
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,220.0,0.9833333333333332,0.975,0.99,1.0,0.9851485148514851,0.995049504950495,0.006464456843674523,0.010000000000000009
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,225.0,0.9833333333333332,0.975,0.99,1.0,0.9851485148514851,0.995049504950495,0.006464456843674523,0.010000000000000009
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,230.0,0.9833333333333332,0.975,0.98,1.0,0.9752475247524752,0.995049504950495,0.020233946712457016,0.020000000000000018
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,235.0,0.9833333333333332,0.975,0.98,1.0,0.9752475247524752,0.995049504950495,0.020233946712457016,0.020000000000000018
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,240.0,0.9833333333333332,0.975,0.98,1.0,0.9752475247524752,0.995049504950495,0.020233946712457016,0.020000000000000018
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,5.0,0.9833333333333332,0.9833333333333332,0.87,0.86,0.8663366336633663,0.8564356435643564,0.00040655629695914713,-0.010000000000000009
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,10.0,0.9833333333333332,0.9833333333333332,0.73,0.67,0.7277227722772277,0.6683168316831684,0.008234796768850847,-0.05999999999999994
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,15.0,0.9833333333333332,0.9833333333333332,0.82,0.88,0.8168316831683168,0.8762376237623762,0.014464626567459789,0.06000000000000005
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,20.0,0.9833333333333332,0.9833333333333332,0.75,0.78,0.7475247524752475,0.7772277227722773,0.0024725695154127376,0.030000000000000027
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,25.0,0.9833333333333332,0.9833333333333332,0.84,0.9,0.8366336633663366,0.8960396039603961,0.016447493176216653,0.06000000000000005
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,30.0,0.9833333333333332,0.9833333333333332,0.79,0.81,0.7871287128712872,0.806930693069307,0.0012274278019306778,0.020000000000000018
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,35.0,0.9833333333333332,0.9833333333333332,0.75,0.77,0.7475247524752475,0.7673267326732673,0.0010774370592819583,0.020000000000000018
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,40.0,0.9833333333333332,0.9833333333333332,0.83,0.84,0.8267326732673267,0.8366336633663366,0.00035296426855194185,0.010000000000000009
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,45.0,0.9833333333333332,0.9833333333333332,0.79,0.78,0.7871287128712872,0.7772277227722773,0.0002861535511646685,-0.010000000000000009
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,50.0,0.9833333333333332,0.9833333333333332,0.88,0.85,0.8762376237623762,0.8465346534653465,0.0035953894761056523,-0.030000000000000027
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,55.0,0.9833333333333332,0.9833333333333332,0.84,0.82,0.8366336633663366,0.8168316831683168,0.001349287841265933,-0.020000000000000018
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,60.0,0.9833333333333332,0.9833333333333332,0.82,0.75,0.8168316831683168,0.7475247524752475,0.013644774634502706,-0.06999999999999995
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,65.0,0.9833333333333332,0.9833333333333332,0.87,0.84,0.8663366336633663,0.8366336633663366,0.0034017898395990454,-0.030000000000000027
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,70.0,0.9833333333333332,0.9833333333333332,0.85,0.79,0.8465346534653465,0.7871287128712872,0.011377471954625483,-0.05999999999999994
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,75.0,0.9833333333333332,0.9833333333333332,0.89,0.86,0.8861386138613861,0.8564356435643564,0.0038189440944270507,-0.030000000000000027
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,80.0,0.9833333333333332,0.9833333333333332,0.85,0.84,0.8465346534653465,0.8366336633663366,0.00036463784003922667,-0.010000000000000009
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,85.0,0.9833333333333332,0.9833333333333332,0.88,0.89,0.8762376237623762,0.8861386138613861,0.0004740359169822083,0.010000000000000009
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,90.0,0.9833333333333332,0.9833333333333332,0.87,0.89,0.8663366336633663,0.8861386138613861,0.0018528760718449742,0.020000000000000018
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,95.0,0.9833333333333332,0.9833333333333332,0.85,0.87,0.8465346534653465,0.8663366336633663,0.0016273619501943545,0.020000000000000018
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,100.0,0.9833333333333332,0.9833333333333332,0.86,0.92,0.8564356435643564,0.9158415841584159,0.019239010898728023,0.06000000000000005
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,105.0,0.9833333333333332,0.9833333333333332,0.85,0.89,0.8465346534653465,0.8861386138613861,0.007102861427829815,0.040000000000000036
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,110.0,0.9833333333333332,0.9833333333333332,0.87,0.92,0.8663366336633663,0.9158415841584159,0.0136936195074613,0.050000000000000044
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,115.0,0.9833333333333332,0.9833333333333332,0.84,0.88,0.8366336633663366,0.8762376237623762,0.006660521409730301,0.040000000000000036
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,120.0,0.9833333333333332,0.9833333333333332,0.84,0.86,0.8366336633663366,0.8564356435643564,0.0015375766867078457,0.020000000000000018
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,125.0,0.9833333333333332,0.9833333333333332,0.89,0.92,0.8861386138613861,0.9158415841584159,0.005202111928477637,0.030000000000000027
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,130.0,0.9833333333333332,0.9833333333333332,0.87,0.9,0.8663366336633663,0.8960396039603961,0.004386408557821384,0.030000000000000027
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,135.0,0.9833333333333332,0.9833333333333332,0.92,0.94,0.9158415841584159,0.9356435643564357,0.002985730819632694,0.019999999999999907
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,140.0,0.9833333333333332,0.9833333333333332,0.89,0.92,0.8861386138613861,0.9158415841584159,0.005202111928477637,0.030000000000000027
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,145.0,0.9833333333333332,0.9833333333333332,0.93,0.95,0.9257425742574258,0.9455445544554455,0.0034381397606212706,0.019999999999999907
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,150.0,0.9833333333333332,0.9833333333333332,0.93,0.94,0.9257425742574258,0.9356435643564357,0.0007778821300231543,0.009999999999999898
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,155.0,0.9833333333333332,0.9833333333333332,0.91,0.92,0.905940594059406,0.9158415841584159,0.0006145398403012703,0.010000000000000009
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,160.0,0.9833333333333332,0.9833333333333332,0.93,0.94,0.9257425742574258,0.9356435643564357,0.0007778821300231543,0.009999999999999898
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,165.0,0.9833333333333332,0.9833333333333332,0.92,0.93,0.9158415841584159,0.9257425742574258,0.0006856779782656534,0.010000000000000009
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,170.0,0.9833333333333332,0.9833333333333332,0.93,0.94,0.9257425742574258,0.9356435643564357,0.0007778821300231543,0.009999999999999898
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,175.0,0.9833333333333332,0.9833333333333332,0.92,0.93,0.9158415841584159,0.9257425742574258,0.0006856779782656534,0.010000000000000009
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,180.0,0.9833333333333332,0.9833333333333332,0.92,0.93,0.9158415841584159,0.9257425742574258,0.0006856779782656534,0.010000000000000009
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,185.0,0.9833333333333332,0.9833333333333332,0.94,0.95,0.9356435643564357,0.9455445544554455,0.0009020348815867336,0.010000000000000009
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,190.0,0.9833333333333332,0.9833333333333332,0.91,0.93,0.905940594059406,0.9257425742574258,0.0026459201426290435,0.020000000000000018
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,195.0,0.9833333333333332,0.9833333333333332,0.93,0.96,0.9257425742574258,0.9554455445544554,0.008696190015267103,0.029999999999999916
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,200.0,0.9833333333333332,0.9833333333333332,0.93,0.94,0.9257425742574258,0.9356435643564357,0.0007778821300231543,0.009999999999999898
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,205.0,0.9833333333333332,0.9833333333333332,0.93,0.95,0.9257425742574258,0.9455445544554455,0.0034381397606212706,0.019999999999999907
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,210.0,0.9833333333333332,0.9833333333333332,0.92,0.94,0.9158415841584159,0.9356435643564357,0.002985730819632694,0.019999999999999907
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,215.0,0.9833333333333332,0.9833333333333332,0.92,0.93,0.9158415841584159,0.9257425742574258,0.0006856779782656534,0.010000000000000009
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,220.0,0.9833333333333332,0.9833333333333332,0.93,0.95,0.9257425742574258,0.9455445544554455,0.0034381397606212706,0.019999999999999907
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,225.0,0.9833333333333332,0.9833333333333332,0.93,0.93,0.9257425742574258,0.9257425742574258,0.0,0.0
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,230.0,0.9833333333333332,0.9833333333333332,0.95,0.98,0.9455445544554455,0.9752475247524752,0.013689819465136067,0.030000000000000027
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,235.0,0.9833333333333332,0.9833333333333332,0.95,0.96,0.9455445544554455,0.9554455445544554,0.0010781006245387335,0.010000000000000009
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,240.0,0.9833333333333332,0.9833333333333332,0.93,0.93,0.9257425742574258,0.9257425742574258,0.0,0.0
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,5.0,0.9833333333333332,0.99,0.87,0.86,0.8663366336633663,0.8564356435643564,0.00040655629695914713,-0.010000000000000009
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,10.0,0.9833333333333332,0.99,0.73,0.67,0.7277227722772277,0.6683168316831684,0.008234796768850847,-0.05999999999999994
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,15.0,0.9833333333333332,0.99,0.6,0.58,0.599009900990099,0.5792079207920792,0.0008081171258866073,-0.020000000000000018
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,20.0,0.9833333333333332,0.99,0.5,0.46,0.5,0.4603960396039604,0.003146829150059538,-0.03999999999999998
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,25.0,0.9833333333333332,0.99,0.68,0.71,0.6782178217821783,0.7079207920792079,0.002093619713814155,0.029999999999999916
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,30.0,0.9833333333333332,0.99,0.65,0.63,0.6485148514851485,0.6287128712871287,0.0008463179313403062,-0.020000000000000018
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,35.0,0.9833333333333332,0.99,0.55,0.55,0.5495049504950495,0.5495049504950495,0.0,0.0
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,40.0,0.9833333333333332,0.99,0.51,0.48,0.5099009900990099,0.4801980198019802,0.0017655717798695097,-0.030000000000000027
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,45.0,0.9833333333333332,0.99,0.66,0.6,0.6584158415841584,0.599009900990099,0.007488359573957007,-0.06000000000000005
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,50.0,0.9833333333333332,0.99,0.65,0.52,0.6485148514851485,0.5198019801980198,0.03380116467776487,-0.13
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,55.0,0.9833333333333332,0.99,0.57,0.46,0.5693069306930693,0.4603960396039604,0.02378709711961674,-0.10999999999999993
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,60.0,0.9833333333333332,0.99,0.53,0.42,0.5297029702970297,0.4207920792079208,0.02396426603576561,-0.11000000000000004
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,65.0,0.9833333333333332,0.99,0.62,0.57,0.6188118811881188,0.5693069306930693,0.005053432988673778,-0.050000000000000044
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,70.0,0.9833333333333332,0.99,0.57,0.53,0.5693069306930693,0.5297029702970297,0.003161364120575605,-0.039999999999999925
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,75.0,0.9833333333333332,0.99,0.55,0.43,0.5495049504950495,0.4306930693069307,0.028422983103900484,-0.12000000000000005
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,80.0,0.9833333333333332,0.99,0.53,0.39,0.5297029702970297,0.3910891089108911,0.039220574332298946,-0.14
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,85.0,0.9833333333333332,0.99,0.65,0.57,0.6485148514851485,0.5693069306930693,0.013047204798133885,-0.08000000000000007
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,90.0,0.9833333333333332,0.99,0.61,0.56,0.6089108910891089,0.5594059405940595,0.005020203689332266,-0.04999999999999993
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,95.0,0.9833333333333332,0.99,0.58,0.51,0.5792079207920792,0.5099009900990099,0.009659545983697213,-0.06999999999999995
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,100.0,0.9833333333333332,0.99,0.56,0.48,0.5594059405940595,0.4801980198019802,0.012567567751252909,-0.08000000000000007
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,105.0,0.9833333333333332,0.99,0.64,0.56,0.6386138613861386,0.5594059405940595,0.01294978100074319,-0.07999999999999996
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,110.0,0.9833333333333332,0.99,0.63,0.48,0.6287128712871287,0.4801980198019802,0.04449528694911142,-0.15000000000000002
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,115.0,0.9833333333333332,0.99,0.57,0.44,0.5693069306930693,0.4405940594059406,0.033293457116598035,-0.12999999999999995
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,120.0,0.9833333333333332,0.99,0.55,0.41,0.5495049504950495,0.41089108910891087,0.03888377277292526,-0.14000000000000007
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,125.0,0.9833333333333332,0.99,0.64,0.52,0.6386138613861386,0.5198019801980198,0.02873540972980597,-0.12
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,130.0,0.9833333333333332,0.99,0.62,0.5,0.6188118811881188,0.5,0.02850440714646972,-0.12
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,135.0,0.9833333333333332,0.99,0.61,0.47,0.6089108910891089,0.47029702970297027,0.03863723003141058,-0.14
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,140.0,0.9833333333333332,0.99,0.61,0.46,0.6089108910891089,0.4603960396039604,0.04435067179083768,-0.14999999999999997
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,145.0,0.9833333333333332,0.99,0.68,0.51,0.6782178217821783,0.5099009900990099,0.05807870166069845,-0.17000000000000004
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,150.0,0.9833333333333332,0.99,0.64,0.51,0.6386138613861386,0.5099009900990099,0.03364134071802073,-0.13
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,155.0,0.9833333333333332,0.99,0.59,0.47,0.5891089108910891,0.47029702970297027,0.028333281022708087,-0.12
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,160.0,0.9833333333333332,0.99,0.57,0.46,0.5693069306930693,0.4603960396039604,0.02378709711961674,-0.10999999999999993
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,165.0,0.9833333333333332,0.99,0.64,0.52,0.6386138613861386,0.5198019801980198,0.02873540972980597,-0.12
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,170.0,0.9833333333333332,0.99,0.63,0.51,0.6287128712871287,0.5099009900990099,0.02860791203072463,-0.12
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,175.0,0.9833333333333332,0.99,0.6,0.5,0.599009900990099,0.5,0.019736104671974272,-0.09999999999999998
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,180.0,0.9833333333333332,0.99,0.55,0.47,0.5495049504950495,0.47029702970297027,0.012565883836677949,-0.08000000000000007
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,185.0,0.9833333333333332,0.99,0.63,0.5,0.6287128712871287,0.5,0.03351002026499983,-0.13
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,190.0,0.9833333333333332,0.99,0.6,0.46,0.599009900990099,0.4603960396039604,0.03860059610677523,-0.13999999999999996
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,195.0,0.9833333333333332,0.99,0.58,0.45,0.5792079207920792,0.4504950495049505,0.033262761381160896,-0.12999999999999995
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,200.0,0.9833333333333332,0.99,0.55,0.42,0.5495049504950495,0.4207920792079208,0.03343539555287875,-0.13000000000000006
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,205.0,0.9833333333333332,0.99,0.61,0.45,0.6089108910891089,0.4504950495049505,0.0504774794576984,-0.15999999999999998
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,210.0,0.9833333333333332,0.99,0.59,0.42,0.5891089108910891,0.4207920792079208,0.05714618820211975,-0.16999999999999998
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,215.0,0.9833333333333332,0.99,0.57,0.39,0.5693069306930693,0.3910891089108911,0.06462702541393428,-0.17999999999999994
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,220.0,0.9833333333333332,0.99,0.57,0.39,0.5693069306930693,0.3910891089108911,0.06462702541393428,-0.17999999999999994
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,225.0,0.9833333333333332,0.99,0.6,0.44,0.599009900990099,0.4405940594059406,0.050483284615765844,-0.15999999999999998
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,230.0,0.9833333333333332,0.99,0.58,0.43,0.5792079207920792,0.4306930693069307,0.04440211078986042,-0.14999999999999997
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,235.0,0.9833333333333332,0.99,0.57,0.4,0.5693069306930693,0.400990099009901,0.05745431104195847,-0.16999999999999993
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,240.0,0.9833333333333332,0.99,0.56,0.4,0.5594059405940595,0.400990099009901,0.05091756130969999,-0.16000000000000003
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,5.0,0.9833333333333332,0.995,0.87,0.86,0.8663366336633663,0.8564356435643564,0.00040655629695914713,-0.010000000000000009
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,10.0,0.9833333333333332,0.995,0.73,0.67,0.7277227722772277,0.6683168316831684,0.008234796768850847,-0.05999999999999994
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,15.0,0.9833333333333332,0.995,0.6,0.58,0.599009900990099,0.5792079207920792,0.0008081171258866073,-0.020000000000000018
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,20.0,0.9833333333333332,0.995,0.5,0.46,0.5,0.4603960396039604,0.003146829150059538,-0.03999999999999998
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,25.0,0.9833333333333332,0.995,0.42,0.33,0.4207920792079208,0.3316831683168317,0.017245967561812015,-0.08999999999999997
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,30.0,0.9833333333333332,0.995,0.35,0.28,0.35148514851485146,0.2821782178217822,0.011348318494732348,-0.06999999999999995
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,35.0,0.9833333333333332,0.995,0.3,0.2,0.30198019801980197,0.20297029702970298,0.027388805574859537,-0.09999999999999998
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,40.0,0.9833333333333332,0.995,0.28,0.13,0.2821782178217822,0.13366336633663367,0.07585964027918984,-0.15000000000000002
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,45.0,0.9833333333333332,0.995,0.48,0.35,0.4801980198019802,0.35148514851485146,0.034837300357621656,-0.13
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,50.0,0.9833333333333332,0.995,0.44,0.31,0.4405940594059406,0.3118811881188119,0.03638076895069495,-0.13
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,55.0,0.9833333333333332,0.995,0.4,0.26,0.400990099009901,0.2623762376237624,0.04539549271559795,-0.14
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,60.0,0.9833333333333332,0.995,0.35,0.25,0.35148514851485146,0.2524752475247525,0.02414773298565359,-0.09999999999999998
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,65.0,0.9833333333333332,0.995,0.34,0.2,0.3415841584158416,0.20297029702970298,0.05201252339194712,-0.14
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,70.0,0.9833333333333332,0.995,0.28,0.14,0.2821782178217822,0.14356435643564358,0.06394639309973107,-0.14
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,75.0,0.9833333333333332,0.995,0.27,0.09,0.2722772277227723,0.09405940594059406,0.12999161941790613,-0.18000000000000002
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,80.0,0.9833333333333332,0.995,0.23,0.09,0.23267326732673269,0.09405940594059406,0.08331111233471794,-0.14
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,85.0,0.9833333333333332,0.995,0.39,0.2,0.3910891089108911,0.20297029702970298,0.09257488065828101,-0.19
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,90.0,0.9833333333333332,0.995,0.34,0.18,0.3415841584158416,0.18316831683168316,0.07091930133403682,-0.16000000000000003
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,95.0,0.9833333333333332,0.995,0.33,0.15,0.3316831683168317,0.15346534653465346,0.09764741465355853,-0.18000000000000002
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,100.0,0.9833333333333332,0.995,0.27,0.15,0.2722772277227723,0.15346534653465346,0.046054833622208455,-0.12000000000000002
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,105.0,0.9833333333333332,0.995,0.25,0.12,0.2524752475247525,0.12376237623762376,0.061242999708256224,-0.13
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,110.0,0.9833333333333332,0.995,0.24,0.12,0.24257425742574257,0.12376237623762376,0.05287312909963185,-0.12
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,115.0,0.9833333333333332,0.995,0.2,0.1,0.20297029702970298,0.10396039603960396,0.042470868895628164,-0.1
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,120.0,0.9833333333333332,0.995,0.2,0.1,0.20297029702970298,0.10396039603960396,0.042470868895628164,-0.1
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,125.0,0.9833333333333332,0.995,0.3,0.15,0.30198019801980197,0.15346534653465346,0.06975578870012256,-0.15
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,130.0,0.9833333333333332,0.995,0.28,0.15,0.2821782178217822,0.15346534653465346,0.05347439885650318,-0.13000000000000003
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,135.0,0.9833333333333332,0.995,0.25,0.13,0.2524752475247525,0.13366336633663367,0.0503069326699148,-0.12
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,140.0,0.9833333333333332,0.995,0.22,0.12,0.22277227722772278,0.12376237623762376,0.03774991755538887,-0.1
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,145.0,0.9833333333333332,0.995,0.2,0.11,0.20297029702970298,0.11386138613861387,0.03286227675207164,-0.09000000000000001
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,150.0,0.9833333333333332,0.995,0.19,0.1,0.19306930693069307,0.10396039603960396,0.03499403843076923,-0.09
ProviderB,TOP1_M3_LOCAL_REPLAY,ProviderB,rho_region_0p983333333,155.0,0.9833333333333332,0.995,0.19,0.09,0.19306930693069307,0.09405940594059406,0.04544962292037466,-0.1
